Numer RSPO;REGON;NIP;Typ;Nazwa;Kod terytorialny województwo;Kod terytorialny powiat;Kod terytorialny gmina;Kod terytorialny miejscowość;Kod terytorialny ulica;Województwo;Powiat;Gmina;Miejscowość;Rodzaj miejscowości;Ulica;Numer budynku;Numer lokalu;Kod pocztowy;Poczta;Telefon;Faks;E-mail;Strona www;Publiczność status;Kategoria uczniów;Specyfika placówki;Imię i nazwisko dyrektora;Data założenia;Data rozpoczęcia działalności;Data likwidacji;Typ organu prowadzącego;Nazwa organu prowadzącego;REGON organu prowadzącego;NIP organu prowadzącego;Województwo organu prowadzącego;Powiat organu prowadzącego;Gmina organu prowadzącego;Miejsce w strukturze;RSPO podmiotu nadrzędnego;Typ podmiotu nadrzędnego;Nazwa podmiotu nadrzędnego;Liczba uczniów;Tereny sportowe;Języki nauczane;Czy zatrudnia logopedę;Czy zatrudnia psychologa;Czy zatrudnia pedagoga;Oddziały podstawowe wg specyfiki;Oddziały dodatkowe;Zawód;Zawód artystyczny;Zawód w KPSS;Dziedzina BCU
"10183";"=""270554670""";"=""9542223741""";"Przedszkole";"PRZEDSZKOLE NR 74 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""48244""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"al. Aleja Walentego Roździeńskiego";"=""96""";"=""""";"=""40-203""";"Katowice";"=""322589770""";"=""""";"mp74@op.pl";"https://przedszkole74katowice.edupage.org/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"262556";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 5";"65";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10198";"=""270554686""";"=""9542223758""";"Przedszkole";"PRZEDSZKOLE NR 75 IM. JANA BRZECHWY W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""04261""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Drozdów";"=""11c""";"=""""";"=""40-530""";"Katowice";"=""322516648""";"=""322516648""";"mp75-katowice@wp.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"Renata Kurek";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"50";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"10202";"=""270554692""";"=""6342289113""";"Przedszkole";"PRZEDSZKOLE NR 76 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""09009""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Kołobrzeska";"=""20/a""";"=""""";"=""40-718""";"Katowice";"=""322523448""";"=""322523448""";"mp76@zsp14.szkolnastrona.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"478212";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 14";"39";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10964";"=""270554717""";"=""9542223770""";"Przedszkole";"PRZEDSZKOLE NR 78 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""18310""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Marcina Radockiego";"=""62""";"=""""";"=""40-645""";"Katowice";"=""322029059""";"=""""";"mp78@sp27katowice.pl";"www.mp78katowice.szkolnastrona.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"480183";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 22 W KATOWICACH";"41";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10204";"=""270554723""";"=""6342289136""";"Przedszkole";"PRZEDSZKOLE NR 80 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""15625""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Panewnicka";"=""349""";"=""""";"=""40-773""";"Katowice";"=""322523850""";"=""322523850""";"przedszkole80@poczta.onet.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"KATARZYNA JANECKA";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"62";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"10206";"=""270554730""";"=""9542223787""";"Przedszkole";"PRZEDSZKOLE NR 81 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""09481""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Kostki Napierskiego";"=""9""";"=""""";"=""42-674""";"Katowice";"=""322028045""";"=""""";"mp81katowice@gmail.com";"https://www.mp81katowice.szkolnastrona.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ANNA BALSAM";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"40";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"10208";"=""270554746""";"=""6342289142""";"Przedszkole";"PRZEDSZKOLE NR 82 IM. DZIECI Z LESZCZYNOWEJ GÓRKI W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""02528""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Bytomska";"=""8b""";"=""""";"=""40-145""";"Katowice";"=""322588937""";"=""322588937""";"mp82wkatowicach@poczta.onet.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"IZABELA NOWAK";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"173";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10217";"=""270554769""";"=""9542223793""";"Przedszkole";"PRZEDSZKOLE NR 84 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""22659""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Targowa";"=""13""";"=""""";"=""40-658""";"Katowice";"=""322029104""";"=""322029104""";"mp84katowice@interia.pl";"http://mp84katowice.szkolnastrona.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"480182";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 21 W KATOWICACH";"124";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10383";"=""270554775""";"=""6342289165""";"Przedszkole";"PRZEDSZKOLE NR 85 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""10559""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Eugeniusza Kwiatkowskiego";"=""20""";"=""""";"=""40-824""";"Katowice";"=""322546820""";"=""322546820""";"przedszkole85@o2.pl";"https://mp85katowice.edupage.org/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"Anna Dobosz";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"91";"inne urządzenia sportowe";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"10390";"=""270554781""";"=""9542223801""";"Przedszkole";"PRZEDSZKOLE NR 87 IM. JULIANA TUWIMA W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""06075""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Graniczna";"=""44""";"=""""";"=""40-018""";"Katowice";"=""322551290""";"=""322545551""";"przedszkole87@wp.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"272299";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 9";"147";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10402";"=""270554798""";"=""6342289171""";"Przedszkole";"PRZEDSZKOLE NR 88 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""06355""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Grzyśki";"=""2""";"=""""";"=""40-560""";"Katowice";"=""322524239""";"=""322524239""";"mp88katowice@interia.pl";"mp88katowice.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"272298";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 8";"37";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10414";"=""270554806""";"=""6342289188""";"Przedszkole";"PRZEDSZKOLE NR 89 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""25324""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Zadole";"=""26a""";"=""""";"=""40-719""";"Katowice";"=""322545760""";"=""322521505""";"mp89@zsp14.szkolnastrona.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"478212";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 14";"93";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10422";"=""270554812""";"=""6342289194""";"Przedszkole";"PRZEDSZKOLE NR 90 IM. WRÓBELKA ELEMELKA W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""01742""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Bolesława Chrobrego";"=""39""";"=""""";"=""40-881""";"Katowice";"=""322545742""";"=""322545742""";"mp90katowice@op.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"DOROTA ROSA";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"74";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"10434";"=""270554829""";"=""9542223818""";"Przedszkole";"PRZEDSZKOLE NR 91 Z ODDZIAŁAMI INTEGRACYJNYMI W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""00099""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Adama";"=""33""";"=""""";"=""40-467""";"Katowice";"=""322560258""";"=""322560258""";"przedszkole_91@tlen.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"272305";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 13";"123";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"";"";"";"";""
"10437";"=""270554835""";"=""9542223824""";"Przedszkole";"PRZEDSZKOLE NR 92 IM. WANDY CHOTOMSKIEJ W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""09361""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Kormoranów";"=""22""";"=""""";"=""40-521""";"Katowice";"=""322516360""";"=""""";"mp92@interia.eu";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"AGNIESZKA KROWICKA";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"50";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"10449";"=""270554841""";"=""9542223830""";"Przedszkole";"PRZEDSZKOLE NR 93 IM. DR ŁUCJI STANICZKOWEJ W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""11623""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Stanisława Łętowskiego";"=""24""";"=""""";"=""40-648""";"Katowice";"=""322030062""";"=""322028775""";"mp93katowice@op.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"480183";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 22 W KATOWICACH";"202";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny, specjalny";"";"";"";"";""
"10457";"=""270554858""";"=""6342289202""";"Przedszkole";"PRZEDSZKOLE NR 94 IM. MAŁEGO KSIĘCIA W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""18469""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Macieja Rataja";"=""10""";"=""""";"=""40-837""";"Katowice";"=""322547265""";"=""322547265""";"mp94katowice@op.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"DANUTA POSNY-KLIMA";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"99";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"10475";"=""270554864""";"=""9542223847""";"Przedszkole";"PRZEDSZKOLE NR 95 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""16033""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Piaskowa";"=""1""";"=""""";"=""40-230""";"Katowice";"=""322552968""";"=""""";"ejodko@interia.pl";"przedszkole95.edu.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.12.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11893";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ NR 1 IM.GEN.JERZEGO ZIĘTKA";"91";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10519";"=""270554887""";"=""9542223853""";"Przedszkole";"PRZEDSZKOLE NR 97 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""24398""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Wiślana";"=""9""";"=""""";"=""40-219""";"Katowice";"=""322062207""";"=""322042207""";"mp97@zsp19katowice.pl";"https://mp97.katowice.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"480180";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 19 W KATOWICACH";"83";"";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"10539";"=""270554901""";"=""6342289225""";"Przedszkole";"PRZEDSZKOLE NR 99 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""31845""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Józefa Płochy";"=""6""";"=""""";"=""40-755""";"Katowice";"=""322063016""";"=""322063016""";"mp99katowice@interia.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"1999.12.29";"2000.01.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"480181";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 20 W KATOWICACH";"145";"";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny, integracyjny";"";"";"";"";""
"22614";"=""243065592""";"=""9542364068""";"Przedszkole";"PRZEDSZKOLE PUBLICZNE PARAFII RZYMSKOKATOLICKIEJ ŚW. SZCZEPANA W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""12361""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Leopolda Markiefki";"=""89""";"=""""";"=""40-211""";"Katowice";"=""571040180""";"=""""";"przedszkole.katolickie@interia.pl";"wwwprzedszkolebogucice.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"KATARZYNA SOWA";"1995.03.01";"1995.09.01";"";"Organizacje Wyznaniowe";"RZYMSKO-KATOLICKA PARAFIA ŚW.SZCZEPANA";"=""003470479""";"=""9541875861""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"32";"inne urządzenia sportowe";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"10554";"=""271505951""";"=""6342291512""";"Przedszkole";"PRZEDSZKOLE SPECJALNE W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""06085""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Michała Grażyńskiego";"=""17""";"=""""";"=""40-126""";"Katowice";"=""322584359""";"=""322584359""";"biuro.nieslyszacy.katowice@gmail.com";"";"publiczna";"Dzieci lub młodzież";"specjalna";" ";"1981.09.01";"1981.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"8787";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY DLA DZIECI NIESŁYSZĄCYCH I SŁABO SŁYSZĄCYCH";"18";"";"angielski";"Nie";"Tak";"Nie";"specjalny";"Wczesne wspomaganie rozwoju";"";"";"";""
"278121";"=""389857578""";"=""9490555708""";"Przedszkole";"PRZEDSZKOLE SUPER GIGANCI";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""50442""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"pl. Plac Gwarków";"=""1""";"=""""";"=""40-166""";"Katowice";"=""506002944""";"=""""";"biuro@supergiganci.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"BARBARA DYBA";"2021.08.31";"2021.09.01";"";"Osoba fizyczna";"Dyba Barbara";"=""""";"=""""";"ŚLĄSKIE";"Siemianowice Śląskie";"Siemianowice Śląskie";"samodzielna";"";"";"";"50";"";"angielski";"Nie";"Nie";"Nie";"ogólnodostępny";"";"";"";"";""
"18801";"=""243089173""";"=""6271095352""";"Przedszkole";"PRZEDSZKOLE TWÓRCZY MALUCH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""12387""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Marmurowa";"=""23""";"=""""";"=""40-622""";"Katowice";"=""600441515""";"=""""";"info@familia.edu.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"ALINA BARON-WIECZOREK";"2011.08.31";"2012.01.02";"";"Osoba fizyczna";"Baron-Wieczorek Alina";"=""""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"44";"";"angielski";"Nie";"Tak";"Nie";"ogólnodostępny";"Wczesne wspomaganie rozwoju";"";"";"";""
"274101";"=""385200918""";"=""6342548939""";"Poradnia specjalistyczna";"PUBLICZNA SPECJALISTYCZNA PORADNIA PSYCHOLOGICZNO-PEDAGOGICZNA FUNDACJI IN CORPORE W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""00926""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Bażantów";"=""2""";"=""""";"=""40-668""";"Katowice";"=""664981828""";"=""""";"info@fundacjaincorpore.pl";"www.centrumincorpore.pl";"publiczna";"Bez kategorii";"brak specyfiki";"IWONA SOSNOWSKA-WIECZOREK";"2020.01.01";"2020.01.01";"";"Fundacje";"FUNDACJA ""IN CORPORE";"=""240012773""";"=""6342548939""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"27773";"=""243072273""";"=""9541303194""";"Przedszkole";"PUBLICZNE PRZEDSZKOLE ZGROMADZENIA SIÓSTR ŚW. JADWIGI";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""10836""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Leopolda";"=""1-3""";"=""""";"=""40-210""";"Katowice";"=""322030284""";"=""""";"przedszkoleswj@wp.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"Izabela Niewińska";"1991.08.20";"1991.09.01";"";"Organizacje Wyznaniowe";"ZGROMADZENIE SIÓSTR ŚW.JADWIGI  PROWINCJA KATOWICKA";"=""006471953""";"=""9541303194""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"32";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"120251";"=""243376783""";"=""6272384302""";"Punkt przedszkolny";"PUNKT PRZEDSZKOLNY PRZYTULNY KĄCIK";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""10344""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Kujawska";"=""4a""";"=""""";"=""40-219""";"Katowice";"=""606885601""";"=""""";"przytulny@gmail.com";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"KATARZYNA OSIŃSKA-SZURKO";"2013.09.30";"2013.10.01";"";"Osoba fizyczna";"Szurko Marcin";"=""""";"=""""";"ŚLĄSKIE";"Świętochłowice";"Świętochłowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Tak";"Nie";"";"";"";"";"";""
"23350";"=""243058238""";"=""9541187799""";"Placówka Kształcenia Ustawicznego - bez szkół";"REGIONALNY OŚRODEK DOSKONALENIA KADR ŚLĄSKIEJ RADY NACZELNEJ ORGANIZACJI TECHNICZNEJ FEDERACJA STOWARZYSZEŃ NAUKOWO-TECHNICZNYCH W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""16742""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Podgórna";"=""4""";"=""""";"=""40-955""";"Katowice";"=""322553227""";"=""""";"biuro@not.katowice.pl";"";"niepubliczna";"Bez kategorii";"brak specyfiki";" ";"1992.12.28";"1992.12.28";"";"Stowarzyszenia";"ŚLĄSKA RADA NACZELNEJ ORGANIZACJI TECZHNICZNEJ FSNT W KATOWICACH";"=""273058887""";"=""9541187799""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"48272";"=""001403119""";"=""6341882903""";"Placówka doskonalenia nauczycieli";"REGIONALNY OŚRODEK DOSKONALENIA NAUCZYCIELI ""WOM"" W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""25114""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. ks. kard. Stefana Wyszyńskiego";"=""7""";"=""""";"=""40-132""";"Katowice";"=""322582209""";"=""322581852""";"sekr@womkat.edu.pl";"www.womkat.edu.pl";"publiczna";"Bez kategorii";"brak specyfiki";"JERZY GRAD";"1989.09.01";"1989.09.01";"";"Samorząd województwa";"WOJEWÓDZTWO ŚLĄSKIE";"=""276254650""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"48269";"=""272881923""";"=""9542246469""";"Placówka doskonalenia nauczycieli";"REGIONALNY OŚRODEK METODYCZNO-EDUKACYJNY METIS W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""04261""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Drozdów";"=""17""";"=""i 21""";"=""40-530""";"Katowice";"=""322095312""";"=""322095313""";"metis@metis.pl";"www.metis.pl";"publiczna";"Bez kategorii";"brak specyfiki";"BOŻENA BUCKA";"1991.09.01";"1991.09.01";"";"Samorząd województwa";"WOJEWÓDZTWO ŚLĄSKIE";"=""276254650""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
